,Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score
182,Jornal Económico,JornalEconomico,481006665428991,MEDIA_NEWS_COMPANY,PT,"A melhor informação sobre economia, política e negócios.",2016-08-23 16:16:16,421041.0,443224.0,2022-01-24 18:17:21 WET,2022-01-24,18:17:21,Link,119,46,40,4,3,0,14,4,8,0,,-,0,0,0,,https://www.facebook.com/481006665428991/posts/1804902566372721,Partido de João Cotrim Figueiredo escreveu uma carta aos contribuintes com críticas ao fisco e várias promessas na área fiscal.,https://jornaleconomico.pt/noticias/iniciativa-liberal-envia-cartas-em-nome-da-autoridade-extorsionaria-para-criticar-o-fisco-836847?utm_term=Autofeed&utm_medium=Social&utm_source=Facebook#Echobox=1643040348,https://jornaleconomico.pt/noticias/iniciativa-liberal-envia-cartas-em-nome-da-autoridade-extorsionaria-para-criticar-o-fisco-836847,,"Iniciativa Liberal envia cartas em nome da ""Autoridade Extorsionária"" para criticar o fisco",Partido de João Cotrim Figueiredo escreveu uma carta aos contribuintes com críticas ao fisco e várias promessas na área fiscal.,,,,119,1.95
183,ionline.pt,ionline.jornal,722620257813366,TOPIC_NEWSPAPER,PT,"Jornal de notícias de Portugal e do Mundo. Tudo sobre Política, Desporto, Dinheiro, Tecnologia, Lifestyle, Surf, Running, Viagens, Opinião e muito mais.",2014-10-08 11:12:28,204349.0,203034.0,2022-01-20 20:36:10 WET,2022-01-20,20:36:10,Link,119,39,47,0,1,0,31,0,0,1,,-,0,0,0,,https://www.facebook.com/722620257813366/posts/6789246001150731,,https://ionline.sapo.pt/artigo/759959/il-nao-discute-cargos-mas-diz-ser-forte-na-economia-e-sa-de?seccao=Portugal_i,,,IL não discute cargos mas diz ser “forte“ na Economia e Saúde,"“Nós não discutimos cargos, será sempre a última das discussões“, afirmou João Cotrim Figueiredo esta quinta-feira.",,,,119,3.5
188,SIC Notícias,sicnoticias,150808986387,TV_CHANNEL,PT,"Obrigado por visitar a SIC Notícias. 

Aqui pode seguir os conteúdos que passam na televisão e os exclusivos do site: em texto, vídeo e em fotos. 

Acompanhe também as notícias de última hora em direto. 

http://sicnoticias.pt/ ",2009-09-09 10:03:09,1764111.0,1941164.0,2022-01-18 16:29:17 WET,2022-01-18,16:29:17,Link,111,33,62,0,0,1,5,1,9,0,,-,0,0,0,,https://www.facebook.com/150808986387/posts/10160391735411388,João Cotrim de Figueiredo recordou que todos os relatórios independentes indicam que as PPP nesta área são melhores.,https://sicnoticias.pt/eleicoes-legislativas/iniciativa-liberal-defende-ppp-na-saude-e-responsabiliza-ps-be-e-pcp-pelo-seu-fim/,,,"Iniciativa Liberal defende PPP na saúde e responsabiliza PS, BE e PCP pelo seu fim",João Cotrim de Figueiredo recordou que todos os relatórios independentes indicam que as PPP nesta área são melhores.,,,,111,1.17
189,Observador,ObservadorOnTime,111978555633494,NEWS_SITE,PT,"Obrigado por visitar o Observador no Facebook. Aqui queremos partilhar informação, interagir com os nossos leitores e discutir ideias.",2012-11-27 14:41:38,828909.0,935243.0,2022-01-15 16:36:33 WET,2022-01-15,16:36:33,Link,111,64,36,3,2,0,4,1,1,0,,-,0,0,0,,https://www.facebook.com/111978555633494/posts/2284400301724631,Presidente da Iniciativa Liberal arrancou campanha com visita a Centro Hospitalar de Coimbra. Cotrim Figueiredo defendeu a abertura da prestação de serviços de saúde dos privados no SNS.,https://observador.pt/2022/01/15/cotrim-figueiredo-quem-nao-quer-reformar-o-sns-esta-a-ajudar-na-sua-implosao/?utm_medium=Social&utm_source=Facebook#Echobox=1642257728,https://observador.pt/2022/01/15/cotrim-figueiredo-quem-nao-quer-reformar-o-sns-esta-a-ajudar-na-sua-implosao/,,"Cotrim Figueiredo: Quem não quer reformar o SNS está a ajudar na sua ""implosão""",,,,,111,1.29
191,TSF - Rádio Notícias,tsfradio,174996242665,RADIO_STATION,PT,"Tudo o que se passa passa na TSF     
www.tsf.pt",2009-11-18 00:38:36,477147.0,491370.0,2022-01-20 12:30:00 WET,2022-01-20,12:30:00,Link,110,32,42,1,0,0,23,2,10,0,,-,0,0,0,,https://www.facebook.com/174996242665/posts/10158660248312666,,https://www.tsf.pt/portugal/politica/costa-usa-carta-marcelo-para-pedir-maioria-absoluta-e-lembra-limites-de-soares-a-cavaco-14509136.html,,,Costa usa 'carta Marcelo' para pedir maioria absoluta e lembra ″limites″ de Soares a Cavaco,"João Cotrim de Figueiredo fez a intervenção mais dura contra uma eventual maioria absoluta do PS, advertindo para uma ″tomada de controlo do aparelho de Estado″.",,,,110,1.9
192,Jornal de Notícias,jornalnoticias,216390522994,TOPIC_NEWSPAPER,PT,"Bem-vindo ao Facebook do Jornal de Notícias, um jornal de Portugal, de proximidade e de confiança.",2009-11-18 14:08:05,2268890.0,2284362.0,2022-01-05 20:00:01 WET,2022-01-05,20:00:01,Link,110,35,37,2,4,0,27,4,1,0,,-,0,0,0,,https://www.facebook.com/216390522994/posts/10161802039607995,Debate,https://www.jn.pt/nacional/cds-e-il-nao-participam-num-governo-do-psd-apoiado-pelo-chega-14464840.html,,,CDS e IL não participam num Governo do PSD apoiado pelo Chega,"Os líderes do CDS-PP, Francisco Rodrigues dos Santos, e da Iniciativa Liberal (IL), João Cotrim de Figueiredo avisaram esta quarta-feira que não ajudarão o PSD a formar um Governo que tenha apoio do Chega. O debate entre ambos, na RTP3, foi ainda marcado pelo desafio a Costa para que esclareça ...",,,,110,-1.31
193,Jornal Económico,JornalEconomico,481006665428991,MEDIA_NEWS_COMPANY,PT,"A melhor informação sobre economia, política e negócios.",2016-08-23 16:16:16,421005.0,442931.0,2022-01-14 22:31:23 WET,2022-01-14,22:31:23,Link,109,18,41,1,2,0,41,2,4,0,,-,0,0,0,,https://www.facebook.com/481006665428991/posts/1797823710413940,"O líder do PS respondia a João Cotrim de Figueiredo, da IL, justificando a necessidade de uma legislação laboral que protegesse os trabalhadores. Por sua vez, o presidente dos liberais questionou as críticas ao modelo que defende para a Segurança Social, visto que o Fundo de Estabilização Financeira",https://jornaleconomico.sapo.pt/noticias/antonio-costa-admite-que-sonha-viver-num-pais-onde-dialogo-social-funcionasse-por-si-832390?utm_term=Autofeed&utm_medium=Social&utm_source=Facebook#Echobox=1642198287,,,"António Costa admite que sonha viver num país onde ""diálogo social funcionasse por si""",,,,,109,1.58
194,Jornal Económico,JornalEconomico,481006665428991,MEDIA_NEWS_COMPANY,PT,"A melhor informação sobre economia, política e negócios.",2016-08-23 16:16:16,420853.0,442440.0,2022-01-09 23:29:08 WET,2022-01-09,23:29:08,Link,109,25,42,1,1,0,38,2,0,0,,-,0,0,0,,https://www.facebook.com/481006665428991/posts/1794189270777384,"O primeiro tema mostrou as clivagens entre os dois partidos. O moderador colocou a questão: se foi possível um entendimento com o Chega para formar maioria nos Açores, porque não repeti-lo no Continente? André Ventura acusou o PSD, o CDS e a Iniciativa Liberal de um ""arranjo"" para que o Chega não co",https://jornaleconomico.sapo.pt/noticias/chega-nao-e-confiavel-acusa-cotrim-figueiredo-a-iniciativa-liberal-e-o-partido-dos-privilegiados-responde-ventura-828911?utm_term=Autofeed&utm_medium=Social&utm_source=Facebook#Echobox=1641770631,,,"""Chega não é confiável"", acusa Cotrim Figueiredo. ""A Iniciativa Liberal é o partido dos privilegiados"", responde Ventura",,,,,109,1.63
195,CNN Portugal,cnnportugal,101826228779402,TV_CHANNEL,PT,"CNN Portugal. A força da informação, 24 horas por dia, em direto e em português.  Acompanhe no canal 7, em cnnportugal.pt e descarregue a nossa app. #EmTodasAsFrentes
",2021-05-24 11:30:20,1155447.0,1138917.0,2022-01-11 07:46:05 WET,2022-01-11,07:46:05,Native Video,108,34,47,10,0,0,9,4,3,1,owned,Yes,2934,2971,0,00:03:26,https://www.facebook.com/101826228779402/posts/234718208823536,"O sentido é o mesmo. Tanto Rui Rio como João Cotrim de Figueiredo querem endireitar os destinos do país, mas enquanto o presidente da Iniciativa Liberal defende uma grande liberalização do Ensino e da Saúde e a privatização da TAP, da Caixa Geral de Depósitos e da RTP, Rui Rio não quer ir tão longe. Na visão do social-democrata, o Estado deve garantir escolas e hospitais de qualidade, a TAP deve ser privatizada, a RTP já dá lucro e o banco público está em boas mãos. O debate em três minutos. Veja o debate na íntegra em https://swki.me/seom5nhq:=:https://cnnportugal.iol.pt/rui-rio/joao-cotrim-figueiredo/tudo-o-que-os-aproxima-nao-e-suficiente-para-os-unir-cotrim-quer-rasgo-rio-quer-estado/20220110/61dcaaf60cf2c7ea0f125ca1",https://www.facebook.com/cnnportugal/videos/664612428234776/,,,,,,,,108,-1.76
200,SIC Notícias,sicnoticias,150808986387,TV_CHANNEL,PT,"Obrigado por visitar a SIC Notícias. 

Aqui pode seguir os conteúdos que passam na televisão e os exclusivos do site: em texto, vídeo e em fotos. 

Acompanhe também as notícias de última hora em direto. 

http://sicnoticias.pt/ ",2009-09-09 10:03:09,1764150.0,1941210.0,2022-01-19 13:36:09 WET,2022-01-19,13:36:09,Link,102,33,58,1,0,1,8,0,1,0,,-,0,0,0,,https://www.facebook.com/150808986387/posts/10160393356346388,"Cotrim Figueiredo considera que o Estado deveria ter uma estratégia de saída da TAP, seja através do mercado de capitais, seja através de parceiros de negócio.",https://sicnoticias.pt/eleicoes-legislativas/legislativas-iniciativa-liberal-quer-auditoria-do-tribunal-de-contas-a-nacionalizacao-da-tap,https://sicnoticias.pt/eleicoes-legislativas/legislativas-iniciativa-liberal-quer-auditoria-do-tribunal-de-contas-a-nacionalizacao-da-tap/,,Legislativas: Iniciativa Liberal quer auditoria do Tribunal de Contas à nacionalização da TAP,,,,,102,1.09
201,Público,Publico,88388366982,MEDIA_NEWS_COMPANY,PT,"Bem-vindo à página do PÚBLICO no Facebook, um espaço de informação, partilha e debate.",2009-04-14 17:16:12,1189017.0,1186031.0,2022-01-10 22:30:00 WET,2022-01-10,22:30:00,Link,102,39,42,1,1,0,15,2,2,0,,-,0,0,0,,https://www.facebook.com/88388366982/posts/10160058072316983,Sorrisos e um diagnóstico comum. Rio e Cotrim Figueiredo caminham na mesma direcção. Um tem mais pressa do que o outro mas os dois têm vontade de se ajudarem mutuamente. Crónica de Helena Pereira.,https://www.publico.pt/2022/01/10/politica/cronica/psd-vs-il-direita-prudente-direita-pressa-quer-sacudir-cima-socialismo-1991390,,,PSD vs. IL: A direita “prudente” e a direita “com pressa” que quer sacudir de cima de si o socialismo,Sorrisos e um diagnóstico comum. Rio e Cotrim Figueiredo caminham na mesma direcção. Um tem mais pressa do que o outro mas os dois têm vontade de se ajudarem mutuamente.,,,,102,1.09
202,RTP Notícias,rtpnoticias,110253572394348,MEDIA_NEWS_COMPANY,PT,Página de notícias da RTP no Facebook.,2011-04-22 23:01:35,502008.0,532137.0,2022-01-10 09:05:00 WET,2022-01-10,09:05:00,Link,98,27,52,0,0,0,17,1,0,1,,-,0,0,0,,https://www.facebook.com/110253572394348/posts/4801378786615113,"André Ventura e João Cotrim de Figueiredo protagonizaram da RTP um debate intenso, com acusações de parte a parte.",https://www.rtp.pt/noticias/politica/il-acusa-chega-de-ser-pouco-confiavel-e-ouve-que-so-quer-saber-do-lucro_v1375651,,,"IL acusa Chega de ser ""pouco confiável"" e ouve que ""só quer saber do lucro""","André Ventura e João Cotrim de Figueiredo protagonizaram da RTP um debate intenso, com acusações de parte a parte.",,,,98,1.92
203,Diário de Notícias,DiariodeNoticias.pt,196064380421881,MEDIA_NEWS_COMPANY,PT,Esta é a página Facebook do Diário de Notícias - Há mais de 150 anos a contar as histórias de Portugal e do mundo,2011-02-24 13:02:07,1328999.0,1335849.0,2022-01-22 15:30:23 WET,2022-01-22,15:30:23,Link,98,27,45,1,1,0,22,1,1,0,,-,0,0,0,,https://www.facebook.com/196064380421881/posts/5473389736022626,"A comitiva da IL, sem fazer concorrência aos demais feirantes, ia ""vendendo o seu produto"" e apregoando que com eles ""é tudo a 15% de IRS"".",https://www.dn.pt/politica/cotrim-figueiredo-procurou-mochila-na-feira-para-carregar-peso-de-mudar-o-pais--14517031.html,,,Cotrim Figueiredo procurou mochila na feira para carregar peso de mudar o país,"A comitiva da IL, sem fazer concorrência aos demais feirantes, ia ""vendendo o seu produto"" e apregoando que com eles ""é tudo a 15% de IRS"".",,,,98,-1.16
204,Observador,ObservadorOnTime,111978555633494,NEWS_SITE,PT,"Obrigado por visitar o Observador no Facebook. Aqui queremos partilhar informação, interagir com os nossos leitores e discutir ideias.",2012-11-27 14:41:38,828979.0,935521.0,2022-01-18 16:48:36 WET,2022-01-18,16:48:36,Link,97,12,52,5,0,1,25,0,2,0,,-,0,0,0,,https://www.facebook.com/111978555633494/posts/2287009258130402,"[Fact Check Observador] No frente-a-frente com João Cotrim Figueiredo, o líder do PS é corrigido em direto durante uma intervenção. Não se vê quem faz a correção. E a tese de conspiração ganhou força nas redes sociais.",https://observador.pt/factchecks/fact-check-antonio-costa-usa-auricular-durante-os-debates-e-e-ajudado-pelas-tvs/?utm_medium=Social&utm_source=Facebook#Echobox=1642514079,https://observador.pt/factchecks/fact-check-antonio-costa-usa-auricular-durante-os-debates-e-e-ajudado-pelas-tvs/,,"Fact Check. António Costa ""usa auricular"" durante os debates e ""é ajudado pelas TVs""?",,,,,97,1.13
205,SIC Notícias,sicnoticias,150808986387,TV_CHANNEL,PT,"Obrigado por visitar a SIC Notícias. 

Aqui pode seguir os conteúdos que passam na televisão e os exclusivos do site: em texto, vídeo e em fotos. 

Acompanhe também as notícias de última hora em direto. 

http://sicnoticias.pt/ ",2009-09-09 10:03:09,1763861.0,1940857.0,2022-01-11 10:30:02 WET,2022-01-11,10:30:02,Link,96,31,44,1,0,0,20,0,0,0,,-,0,0,0,,https://www.facebook.com/150808986387/posts/10160377437786388,"Foi o debate com notas mais altas, o duelo da direita que se fala. Rui Rio e Cotrim Figueiredo acabaram com um empate técnico, com ligeira vantagem para o liberal. Os dois aproximaram-se no essencial, mas marcando diferenças. Veja as notas e comentários no Expresso",https://expresso.pt/eleicoes-legislativas-2022/no-rio-vs-cotrim-negociou-se-em-direto-e-ninguem-perdeu-notas-e-analises-dos-comentadores-expresso/,,,No Rio vs Cotrim negociou-se em direto – e ninguém perdeu (notas e análises dos comentadores Expresso),"Foi o debate com notas mais altas, o duelo da direita que se fala. Rui Rio e Cotrim Figueiredo acabaram com um empate técnico, com ligeira vantagem para o liberal. Os dois aproximaram-se no essencial, mas marcando diferenças. Veja as notas e comentários",,,,96,-1.07
206,SIC Notícias,sicnoticias,150808986387,TV_CHANNEL,PT,"Obrigado por visitar a SIC Notícias. 

Aqui pode seguir os conteúdos que passam na televisão e os exclusivos do site: em texto, vídeo e em fotos. 

Acompanhe também as notícias de última hora em direto. 

http://sicnoticias.pt/ ",2009-09-09 10:03:09,1763828.0,1940753.0,2022-01-08 20:35:41 WET,2022-01-08,20:35:41,Link,96,33,45,1,0,0,15,0,2,0,,-,0,0,0,,https://www.facebook.com/150808986387/posts/10160372578976388,João Cotrim de Figueiredo apresentou as propostas do partido para as eleições legislativas de 30 de janeiro.,https://sicnoticias.pt/pais/legislativas-il-aponta-como-prioridade-politica-maxima-por-o-pais-a-crescer/,,,Legislativas: IL aponta como “prioridade política máxima” pôr o país “a crescer”,João Cotrim de Figueiredo apresentou as propostas do partido para as eleições legislativas de 30 de janeiro.,,,,96,-1.07
208,Jornal de Negócios,jornalnegocios,134071419971108,TOPIC_NEWSPAPER,PT,"Fique a par das notícias mais relevantes nas áreas da Economia, Empresas e Mercados. ",2010-08-27 11:13:51,370757.0,382221.0,2022-01-16 21:35:10 WET,2022-01-16,21:35:10,Link,95,46,29,4,1,0,8,1,6,0,,-,0,0,0,,https://www.facebook.com/134071419971108/posts/5034621353249399,"A última de Costa & Cia é a reforma da Segurança Social. No debate com Cotrim Figueiredo, o 1º ministro atirou-se às mexidas no sistema de pensões, recusando a privatização (na verdade não há qualquer privatização; além de que convém lembrar que o dinheiro não é do Estado; é dos portugueses).",https://www.jornaldenegocios.pt/opiniao/colunistas/camilo-lourenco/detalhe/pela-boca-morre-o-peixe-perdao-costa,,,"Pela boca morre o peixe. Perdão, Costa…","A última de Costa & Cia é a reforma da Segurança Social. No debate com Cotrim Figueiredo, o 1º ministro atirou-se às mexidas no sistema de pensões, recusando a privatização (na verdade não há qualquer privatização; além de que convém lembrar que o dinheiro não é do Estado; é dos por...",,,,95,1.34
209,Observador,ObservadorOnTime,111978555633494,NEWS_SITE,PT,"Obrigado por visitar o Observador no Facebook. Aqui queremos partilhar informação, interagir com os nossos leitores e discutir ideias.",2012-11-27 14:41:38,828889.0,935359.0,2022-01-17 19:40:23 WET,2022-01-17,19:40:23,Link,95,39,47,2,1,0,6,0,0,0,,-,0,0,0,,https://www.facebook.com/111978555633494/posts/2286260464871948,"O presidente da IL, Cotrim Figueiredo, desafiou Costa a dizer o que fará no pós-eleições: ""A geringonça está morta. O PS vai aprovar Orçamentos com o PAN? Não vai. Portanto, diga o que vai fazer"".",https://observador.pt/2022/01/17/cotrim-acusa-ps-de-dramatizacao-e-instrumentalizacao-do-medo-e-desafia-costa-diga-o-que-vai-fazer/?utm_medium=Social&utm_source=Facebook#Echobox=1642438145,https://observador.pt/2022/01/17/cotrim-acusa-ps-de-dramatizacao-e-instrumentalizacao-do-medo-e-desafia-costa-diga-o-que-vai-fazer/,,"Cotrim acusa PS de ""dramatização e instrumentalização do medo"" e desafia Costa: ""Diga o que vai fazer""",,,,,95,1.1
212,TSF - Rádio Notícias,tsfradio,174996242665,RADIO_STATION,PT,"Tudo o que se passa passa na TSF     
www.tsf.pt",2009-11-18 00:38:36,477146.0,491336.0,2022-01-18 13:30:01 WET,2022-01-18,13:30:01,Link,93,29,43,1,4,0,13,1,2,0,,-,0,0,0,,https://www.facebook.com/174996242665/posts/10158657113267666,,https://www.tsf.pt/portugal/politica/era-o-que-mais-faltava-alianca-com-chega-partido-no-ministerio-da-justica-seria-um-pesadelo-14502052.html,,,″Era o que mais faltava″ aliança com Chega. Partido no Ministério da Justiça seria um ″pesadelo″,"Não é a primeira vez que Cotrim de Figueiredo se mostra taxativo quanto à inclusão numa aliança à direita de que o Chega faça parte, e, sobretudo, assuma presença nos ministérios. Desta vez, o líder da IL proferiu um ″não″ rotundo e falou mesmo de ″pesadelo″, que se concretizaria ...",,,,93,1.6
214,Jornal de Notícias,jornalnoticias,216390522994,TOPIC_NEWSPAPER,PT,"Bem-vindo ao Facebook do Jornal de Notícias, um jornal de Portugal, de proximidade e de confiança.",2009-11-18 14:08:05,2268782.0,2284308.0,2022-01-10 23:30:00 WET,2022-01-10,23:30:00,Link,92,20,52,4,0,1,10,0,5,0,,-,0,0,0,,https://www.facebook.com/216390522994/posts/10161813105812995,,https://www.jn.pt/nacional/lider-da-il-quer-abrir-tudo-a-gestao-privada-lider-do-psd-insiste-no-estado-14478916.html,,,"Líder da IL quer abrir tudo à gestão privada, líder do PSD insiste no Estado",João Cotrim Figueiredo quer abrir tudo à gestão privada e dar total liberdade de escolha aos cidadãos. Rui Rio pretende manter algum Estado e prefere contratualizar serviços públicos. A diferença entre social-democracia e liberalismo ficou bem vincada no debate desta segunda-feira na SIC entr...,,,,92,-1.49
220,TSF - Rádio Notícias,tsfradio,174996242665,RADIO_STATION,PT,"Tudo o que se passa passa na TSF     
www.tsf.pt",2009-11-18 00:38:36,477147.0,491370.0,2022-01-20 21:30:14 WET,2022-01-20,21:30:14,Link,88,28,32,0,1,0,26,0,1,0,,-,0,0,0,,https://www.facebook.com/174996242665/posts/10158660864462666,,https://www.tsf.pt/portugal/politica/il-nao-discute-cargos-ou-pastas-mas-diz-se-forte-na-saude-e-economia-14511189.html,,,"IL não discute cargos ou pastas, mas diz-se ″forte″ na saúde e economia","João Cotrim Figueiredo assume que, a ter de assumir uma função governativa, fá-lo-á com ″sentido de missão″ e não por gosto.",,,,88,1.52
221,ionline.pt,ionline.jornal,722620257813366,TOPIC_NEWSPAPER,PT,"Jornal de notícias de Portugal e do Mundo. Tudo sobre Política, Desporto, Dinheiro, Tecnologia, Lifestyle, Surf, Running, Viagens, Opinião e muito mais.",2014-10-08 11:12:28,204368.0,203017.0,2022-01-14 22:03:08 WET,2022-01-14,22:03:08,Link,87,44,32,2,1,0,4,3,0,1,,-,0,0,0,,https://www.facebook.com/722620257813366/posts/6740398162702182,,https://ionline.sapo.pt/artigo/759384/costa-vs-cotrim-portugal-esta-a-crescer-de-forma-satisfatoria-e-propaganda-socialista?seccao=Portugal_i,,,Costa vs Cotrim: Portugal está a crescer de forma satisfatória? “É propaganda socialista“,"PS e Iniciativa Liberal enfrentam-se esta noite num debate em que as divergências económicas são colocadas em cima da mesa. “É o liberalismo que pode pôr o país a voltar a crescer“, frisa João Cotrim Figueiredo.",,,,87,2.49
223,TSF - Rádio Notícias,tsfradio,174996242665,RADIO_STATION,PT,"Tudo o que se passa passa na TSF     
www.tsf.pt",2009-11-18 00:38:36,477146.0,491336.0,2022-01-18 10:14:28 WET,2022-01-18,10:14:28,Live Video Complete,85,37,35,3,8,0,0,1,1,0,owned,Yes,1469,1469,0,01:43:51,https://www.facebook.com/174996242665/posts/459848705590523,Que questões quer ver esclarecidas sobre o programa eleitoral do Iniciativa Liberal? Como avalia as propostas do Iniciativa Liberal e a estratégia eleitoral seguida por João Cotrim de Figueiredo? Com que expectativas encara os resultados eleitorais do Iniciativa Liberal?,https://www.facebook.com/tsfradio/videos/459848705590523/,,,Fórum: João Cotrim de Figueiredo responde aos ouvintes da TSF,,,,,85,-1.15
224,Jornal de Notícias,jornalnoticias,216390522994,TOPIC_NEWSPAPER,PT,"Bem-vindo ao Facebook do Jornal de Notícias, um jornal de Portugal, de proximidade e de confiança.",2009-11-18 14:08:05,2268871.0,2284732.0,2022-01-28 23:50:01 WET,2022-01-28,23:50:01,Link,85,39,23,1,4,0,14,0,3,1,,-,0,0,0,,https://www.facebook.com/216390522994/posts/10161853632697995,,https://www.jn.pt/nacional/cotrim-figueiredo-pede-votos-para-tirar-terceiro-lugar-a-be-pcp-e-chega--14538785.html,,,"Cotrim Figueiredo pede votos para tirar terceiro lugar a BE, PCP e Chega","O presidente da Iniciativa Liberal pediu esta sexta-feira aos portugueses para votarem na IL para que Chega, BE e PCP não sejam a terceira força política e a todos aqueles que estão confinados para não terem medo de ir votar.",,,,85,1.49
225,Jornal Económico,JornalEconomico,481006665428991,MEDIA_NEWS_COMPANY,PT,"A melhor informação sobre economia, política e negócios.",2016-08-23 16:16:16,420819.0,441943.0,2022-01-02 10:58:22 WET,2022-01-02,10:58:22,Link,84,37,21,3,6,0,15,1,0,1,,-,0,0,0,,https://www.facebook.com/481006665428991/posts/1788726114657033,"João Cotrim Figueiredo considerou que a mensagem deste ano “não se tratou do melhor discurso, da intervenção mais empolgante do senhor Presidente, mas teve pelo menos duas virtudes”.",https://jornaleconomico.sapo.pt/noticias/iniciativa-liberal-diz-que-e-de-facto-hora-de-virar-a-pagina-826204?utm_term=Autofeed&utm_medium=Social&utm_source=Facebook#Echobox=1641119301,,,Iniciativa Liberal diz que “é de facto hora de virar a página”,,,,,84,1.24
226,Observador,ObservadorOnTime,111978555633494,NEWS_SITE,PT,"Obrigado por visitar o Observador no Facebook. Aqui queremos partilhar informação, interagir com os nossos leitores e discutir ideias.",2012-11-27 14:41:38,828979.0,935521.0,2022-01-18 19:32:36 WET,2022-01-18,19:32:36,Link,83,66,9,1,4,0,3,0,0,0,,-,0,0,0,,https://www.facebook.com/111978555633494/posts/2287110698120258,"Numa bomba em Torres Vedras, o líder da IL atou um mupi a um poste, pediu muito menos impostos sobre combustíveis (só no gasóleo, menos 11 cent/litro) e criticou ""a política de taxar tudo o que mexe"".",https://observador.pt/2022/01/18/cotrim-foi-a-bomba-atestar-a-sonsice-do-ps-e-propor-muito-menos-impostos-sobre-os-combustiveis/?utm_medium=Social&utm_source=Facebook#Echobox=1642533667,https://observador.pt/2022/01/18/cotrim-foi-a-bomba-atestar-a-sonsice-do-ps-e-propor-muito-menos-impostos-sobre-os-combustiveis/,,"Cotrim foi à bomba atestar a ""sonsice"" do PS e propor (muito) menos impostos sobre os combustíveis",,,,,83,-1.04
227,Público,Publico,88388366982,MEDIA_NEWS_COMPANY,PT,"Bem-vindo à página do PÚBLICO no Facebook, um espaço de informação, partilha e debate.",2009-04-14 17:16:12,1189308.0,1186796.0,2022-01-25 15:30:00 WET,2022-01-25,15:30:00,Link,83,38,26,0,2,0,14,0,2,1,,-,0,0,0,,https://www.facebook.com/88388366982/posts/10160090600666983,João Cotrim de Figueiredo agradece o apoio e assinala a proximidade de pensamento com o antigo dirigente do CDS,https://www.publico.pt/2022/01/25/politica/noticia/mesquita-nunes-anuncia-voto-il-filiacao-1993068,,,Adolfo Mesquita Nunes anuncia voto na IL. Mas não se filia,,,,,83,-1.08
231,Revista Visão,visaopt,44028982543,MEDIA_NEWS_COMPANY,PT,"A newsmagazine mais lida em Portugal.
Site: visao.sapo.pt
Email: visao@visao.pt
Instagram: @revista_visao",2009-01-12 18:04:14,560060.0,581366.0,2022-01-07 08:20:00 WET,2022-01-07,08:20:00,Link,78,36,27,1,0,0,10,0,4,0,,-,0,0,0,,https://www.facebook.com/44028982543/posts/10158609727462544,"No mais esclarecedor frente a frente, em cinco dias de debates, os dois líderes turbo-liberais dos costumes mostraram estar nos antípodas quanto aos deveres do Estado. Catarina Martins lamentou a ""irresponsabilidade"" da IL quando se teve de ter mão na pandemia e João Cotrim de Figueiredo apontou que BE quer bloquear a economia e deixou de ser um referencial para jovens",https://visao.sapo.pt/atualidade/politica/legislativas2022/2022-01-06-debates-legislativas-acusado-por-catarina-de-irresponsabilidade-e-ideias-moderninhas-cotrim-quer-ser-o-farol-que-o-be-ja-foi/,,,"Visão | Debates Legislativas: acusado por Catarina de ""irresponsabilidade"" e ideias ""moderninhas"", Cotrim quer ser o ""farol"" que o BE já foi","No mais esclarecedor frente a frente, em cinco dias de debates, os dois líderes políticos mais liberais nos costumes mostraram estar nos antípodas quanto aos deveres do Estado. Catarina Martins lamentou a ""irresponsabilidade"" da IL quando se teve de ter mão na pandemia e João Cotrim de Figueire...",,,,78,1.39
233,ionline.pt,ionline.jornal,722620257813366,TOPIC_NEWSPAPER,PT,"Jornal de notícias de Portugal e do Mundo. Tudo sobre Política, Desporto, Dinheiro, Tecnologia, Lifestyle, Surf, Running, Viagens, Opinião e muito mais.",2014-10-08 11:12:28,204338.0,203041.0,2022-01-24 18:17:08 WET,2022-01-24,18:17:08,Link,76,24,28,1,5,0,16,0,1,1,,-,0,0,0,,https://www.facebook.com/722620257813366/posts/6821309334611064,,https://ionline.sapo.pt/artigo/760237/il-diz-que-nao-comenta-ideias-de-paladinos-da-ideologia-comunista-depois-de-ser-criticada-pelo-pcp?seccao=Portugal_i,,,IL diz que não comenta ideias de “paladinos da ideologia comunista“ depois de ser criticada pelo PCP,"Recorde-se que, no domingo, o dirigente comunista João Oliveira salientou que o país tem vivido uma “pilhagem liberal“ nos últimos dois anos e considerou que as ideias dos “propagandistas das ideias liberais“ para a habitação não são aceitáveis. Cotrim Figueiredo rematou que a IL tem...",,,,76,2.24
