,Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score
352,CNN Portugal,cnnportugal,101826228779402,TV_CHANNEL,PT,"CNN Portugal. A força da informação, 24 horas por dia, em direto e em português.  Acompanhe no canal 7, em cnnportugal.pt e descarregue a nossa app. #EmTodasAsFrentes
",2021-05-24 11:30:20,1155396.0,1138841.0,2022-01-11 00:00:15 WET,2022-01-11,00:00:15,Link,29,9,17,0,0,0,3,0,0,0,,-,0,0,0,,https://www.facebook.com/101826228779402/posts/234476195514404,"Fundador do Livre socorreu-se no debate entre ambos de todas as armas que conseguiu: impostos, questões de género, touradas e aulas da telescola.",https://cnnportugal.iol.pt/cds-pp/livre/rui-tavares-encontrou-a-melhor-cura-para-a-prisao-perpetua-mas-francisco-rodrigues-dos-santos-avancou-pelo-joacinismo/20420110/61dcbc550cf2c7ea0f126144?utm_source=facebook&utm_medium=social&utm_campaign=ed-cnnportugal,https://cnnportugal.iol.pt/cds-pp/livre/rui-tavares-encontrou-a-melhor-cura-para-a-prisao-perpetua-mas-francisco-rodrigues-dos-santos-avancou-pelo-joacinismo/20420110/61dcbc550cf2c7ea0f126144,,Rui Tavares encontrou “a melhor cura para a prisão perpétua” mas Francisco Rodrigues dos Santos contra-atacou com o “Joacinismo”,"Fundador do Livre socorreu-se no debate entre ambos de todas as armas que conseguiu: impostos, questões de género, touradas e aulas da telescola. Sempre com um objetivo de desarmar o adversário com as suas próprias ideias. Francisco Rodrigues dos Santos foi respondendo às acusações, uma a uma...",,,,29,-4.62
357,Renascença,renascenca,105044957514,BROADCASTING_MEDIA_PRODUCTION,PT,"A par com o mundo 

Ouvir online: http://rr.sapo.pt/",2009-07-22 15:58:34,332164.0,397257.0,2022-01-21 18:22:10 WET,2022-01-21,18:22:10,Native Video,29,26,1,0,0,0,1,1,0,0,crosspost,Yes,346,346,1317,00:07:28,https://www.facebook.com/105044957514/posts/10158967970612515,"Francisco Rodrigues dos Santos andou em campanha no Mercado do Livramento. Não comprou nada, mas marcou muitos pontos com um número de dança e canto, com que brindou os comerciantes locais. Numa altura em que o país decide em quem irá votar nas próximas eleições, Daniel Leitão vai para a rua em busca de esclarecimentos e opiniões sobre o que de melhor é dito e prometido durante as campanhas partidárias. Daniel Leitão CDS PP #TurnoEleitoral #TurnoDaTarde #Renascença",https://www.facebook.com/renascenca/videos/1302396243615846/,,,Chicão no Mercadão - Turno Eleitoral,,,,,29,-3.28
358,SIC Notícias,sicnoticias,150808986387,TV_CHANNEL,PT,"Obrigado por visitar a SIC Notícias. 

Aqui pode seguir os conteúdos que passam na televisão e os exclusivos do site: em texto, vídeo e em fotos. 

Acompanhe também as notícias de última hora em direto. 

http://sicnoticias.pt/ ",2009-09-09 10:03:09,1764203.0,1941385.0,2022-01-23 20:53:11 WET,2022-01-23,20:53:11,Link,29,8,14,1,0,0,5,0,1,0,,-,0,0,0,,https://www.facebook.com/150808986387/posts/10160402029616388,Líder do CDS procura contrariar as sondagens com a história do partido.,https://sicnoticias.pt/eleicoes-legislativas/francisco-rodrigues-dos-santos-cds-nao-existe-para-tirar-espaco-ao-chega,https://sicnoticias.pt/eleicoes-legislativas/francisco-rodrigues-dos-santos-cds-nao-existe-para-tirar-espaco-ao-chega/,,Francisco Rodrigues dos Santos: “CDS não existe para tirar espaço ao Chega”,,,,,29,-3.14
359,SIC Notícias,sicnoticias,150808986387,TV_CHANNEL,PT,"Obrigado por visitar a SIC Notícias. 

Aqui pode seguir os conteúdos que passam na televisão e os exclusivos do site: em texto, vídeo e em fotos. 

Acompanhe também as notícias de última hora em direto. 

http://sicnoticias.pt/ ",2009-09-09 10:03:09,1764150.0,1941210.0,2022-01-19 21:46:11 WET,2022-01-19,21:46:11,Link,29,6,10,0,0,0,12,1,0,0,,-,0,0,0,,https://www.facebook.com/150808986387/posts/10160394135721388,Francisco Rodrigues dos Santos apela a “todas as gerações do CDS”.,https://sicnoticias.pt/eleicoes-legislativas/cds-quer-voltar-a-eleger-deputados-por-setubal,https://sicnoticias.pt/eleicoes-legislativas/cds-quer-voltar-a-eleger-deputados-por-setubal/,,CDS quer voltar a eleger deputados por Setúbal,,,,,29,-3.24
360,SIC Notícias,sicnoticias,150808986387,TV_CHANNEL,PT,"Obrigado por visitar a SIC Notícias. 

Aqui pode seguir os conteúdos que passam na televisão e os exclusivos do site: em texto, vídeo e em fotos. 

Acompanhe também as notícias de última hora em direto. 

http://sicnoticias.pt/ ",2009-09-09 10:03:09,1763950.0,1940952.0,2022-01-13 20:53:06 WET,2022-01-13,20:53:06,Link,29,8,15,0,0,2,4,0,0,0,,-,0,0,0,,https://www.facebook.com/150808986387/posts/10160382572066388,Francisco Rodrigues dos Santos acusa o Governo de “incapacidade crónica de preparar e antecipar cenários“.,https://sicnoticias.pt/eleicoes-legislativas/presidente-do-cds-insiste-em-eleicoes-legislativas-em-dois-dias,https://sicnoticias.pt/eleicoes-legislativas/presidente-do-cds-insiste-em-eleicoes-legislativas-em-dois-dias/,,Presidente do CDS insiste em eleições legislativas em dois dias,,,,,29,-3.48
361,Diário de Notícias,DiariodeNoticias.pt,196064380421881,MEDIA_NEWS_COMPANY,PT,Esta é a página Facebook do Diário de Notícias - Há mais de 150 anos a contar as histórias de Portugal e do mundo,2011-02-24 13:02:07,1329136.0,1335867.0,2022-01-07 22:09:30 WET,2022-01-07,22:09:30,Link,29,14,10,0,0,0,4,0,1,0,,-,0,0,0,,https://www.facebook.com/196064380421881/posts/5413383288689938,,https://www.dn.pt/politica/sem-casamento-rio-apela-a-voto-util-e-rodrigues-dos-santos-atira-o-para-os-bracos-de-costa-14472195.html,,,"Sem casamento, Rio apela ao voto útil e Rodrigues dos Santos atira-o para os braços de Costa","Líder do PSD ainda tentou encontrar abraçar o CDS, com quem não quis ir coligado às legislativas. Mas o presidente centrista deixou transparecer a azia e vincou bem as diferenças entre os dois partidos. E acabaram ambos a apelar ao voto útil.",,,,29,-4.17
362,Expresso,jornalexpresso,43218682948,TOPIC_NEWSPAPER,PT,"Página oficial do Expresso no Facebook. As notícias e a opinião que interessam. Todos os dias, a todas as horas 
https://expresso.pt",2009-01-03 09:57:23,760778.0,797028.0,2022-01-13 12:00:48 WET,2022-01-13,12:00:48,Link,29,8,14,0,0,0,7,0,0,0,,-,0,0,0,,https://www.facebook.com/43218682948/posts/10159319087917949,"Enquanto atirava com “a direita trauliteirazinha”, “o cata-vento do sistema político” ou “a caricatura da direita que interessa à esquerda” para descrever o Chega, Francisco Rodrigues dos Santos teve de ouvir de André Ventura que o CDS é “a bengala rejeitada do PSD”, “andou a implorar por coligações com o PSD e o PSD virou-lhe as costas” ou que os fundadores do partido teriam “vergonha” desta direção",https://expresso.pt/expresso/chega-vs-cds-quando-o-rei-da-bazofia-e-a-direita-mariquinhas-se-encontram-sobra-o-insulto,https://expresso.pt/expresso/chega-vs-cds-quando-o-rei-da-bazofia-e-a-direita-mariquinhas-se-encontram-sobra-o-insulto/,,"Chega vs CDS. Quando “o rei da bazófia“ e “a direita mariquinhas“ se encontram, sobra o insulto - Expresso","Enquanto atirava com “a direita trauliteirazinha“, “o cata-vento do sistema político“ ou “a caricatura da direita que interessa à esquerda“ para descrever o Chega, Francisco Rodrigues dos Santos teve de ouvir de André Ventura que o CDS é “a bengala rejeitada do PSD“, “andou a i...",,,,29,-3.31
363,Expresso,jornalexpresso,43218682948,TOPIC_NEWSPAPER,PT,"Página oficial do Expresso no Facebook. As notícias e a opinião que interessam. Todos os dias, a todas as horas 
https://expresso.pt",2009-01-03 09:57:23,760765.0,796996.0,2022-01-12 20:15:07 WET,2022-01-12,20:15:07,Link,29,12,11,0,0,0,6,0,0,0,,-,0,0,0,,https://www.facebook.com/43218682948/posts/10159317998427949,"Audiência do debate entre Costa e Francisco Rodrigues dos Santos chegou perto da alcançada, em 2019, por Rio e Costa. Líderes de PS e PSD debatem, novamente, amanhã. Novo recorde à vista?",https://expresso.pt/politica/frente-a-frente-costa-chicao-campeao-de-audiencias-novo-recorde-a-vista,https://expresso.pt/politica/frente-a-frente-costa-chicao-campeao-de-audiencias-novo-recorde-a-vista/,,Frente a frente Costa/Chicão campeão de audiências. Novo recorde à vista? - Expresso,"Audiência do debate entre Costa e Francisco Rodrigues dos Santos chegou perto da alcançada, em 2019, por Rio e Costa. Líderes de PS e PSD debatem, novamente, amanhã. Novo recorde à vista?",,,,29,-3.31
366,TSF - Rádio Notícias,tsfradio,174996242665,RADIO_STATION,PT,"Tudo o que se passa passa na TSF     
www.tsf.pt",2009-11-18 00:38:36,477150.0,491312.0,2022-01-16 16:45:00 WET,2022-01-16,16:45:00,Link,28,3,9,0,0,0,15,0,1,0,,-,0,0,0,,https://www.facebook.com/174996242665/posts/10158653915927666,,https://www.tsf.pt/portugal/politica/cds-espera-ser-a-grande-surpresa-e-voltar-a-eleger-deputados-em-leiria-e-santarem-14496401.html,,,CDS espera ser ″a grande surpresa″ e voltar a eleger deputados em Leiria e Santarém,Rodrigues dos Santos mostrou-se convicto de que o partido ″vai surpreender″ porque ″está habituado a ressuscitar nas urnas″.,,,,28,-2.07
367,SÁBADO,sabado,52858607943,MAGAZINE,PT,"Bem-vindo ao Facebook da SÁBADO, a sua revista semanal de Grande Informação desde 2004. Chega todas as quintas-feiras às bancas de todo o país, com o GPS. 
Site -> https://www.sabado.pt/",2009-02-23 20:54:34,318257.0,329172.0,2022-01-09 23:09:28 WET,2022-01-09,23:09:28,Link,28,14,9,0,0,1,4,0,0,0,,-,0,0,0,,https://www.facebook.com/52858607943/posts/10158618837627944,"António Costa, PS, e Francisco Rodrigues dos Santos, CDS, debateram em tom genérico e moderado sobre SNS, escolas e a disciplina de Cidadania, impostos e demografia. Debate voltou a mostrar que tema-chave da Saúde é área difícil para Costa.",https://www.sabado.pt/portugal/detalhe/debate-chicao-aguenta-o-teste-contra-costa-e-mostra-caminhos-a-rio,,,"Debate. ""Chicão"" aguenta o teste contra Costa e mostra caminhos a Rio","António Costa, PS, e Francisco Rodrigues dos Santos, CDS, debateram em tom genérico e moderado sobre SNS, escolas e a disciplina de Cidadania, impostos e demografia. Debate voltou a mostrar que tema-chave da Saúde é área difícil para Costa.",,,,28,-1.61
368,Expresso,jornalexpresso,43218682948,TOPIC_NEWSPAPER,PT,"Página oficial do Expresso no Facebook. As notícias e a opinião que interessam. Todos os dias, a todas as horas 
https://expresso.pt",2009-01-03 09:57:23,760778.0,797028.0,2022-01-13 23:30:00 WET,2022-01-13,23:30:00,Native Video,28,12,5,1,0,0,10,0,0,0,owned,Yes,1295,1297,0,00:01:56,https://www.facebook.com/43218682948/posts/10159320132902949,"""Se me perguntassem, 'Francisco, integrando uma solução de Governo e podendo fazer as reformas que entenderes mais adequadas num determinado pilar da soberania do Estado, qual escolherias?' Eu escolheria ser Ministro de Estado e da Defesa Nacional"". Leia a entrevista exclusiva ao líder do CDS-PP, Francisco Rodrigues dos Santos, no Semanário desta semana, que chega às bancas esta sexta-feira",https://www.facebook.com/jornalexpresso/videos/667296534282668/,,,Francisco Rodrigues dos Santos em entrevista ao Expresso,,,,,28,-1.25
369,CNN Portugal,cnnportugal,101826228779402,TV_CHANNEL,PT,"CNN Portugal. A força da informação, 24 horas por dia, em direto e em português.  Acompanhe no canal 7, em cnnportugal.pt e descarregue a nossa app. #EmTodasAsFrentes
",2021-05-24 11:30:20,1157034.0,1141314.0,2022-01-27 21:45:13 WET,2022-01-27,21:45:13,Link,27,8,11,3,1,0,3,0,1,0,,-,0,0,0,,https://www.facebook.com/101826228779402/posts/246580144304009,"“O problema é que grande parte dos governantes não sabe o que é gerir uma empresa“, argumentou o líder do CDS-PP.",https://cnnportugal.iol.pt/cds-pp/eleicoes-legislativas/francisco-rodrigues-dos-santos-foi-aprender-com-o-carpinteiro-joao-teixeira-como-se-gere-uma-empresa/20301204/61f2fb090cf2cc58e7df9b99?utm_source=facebook&utm_medium=social&utm_campaign=ed-cnnportugal,https://cnnportugal.iol.pt/cds-pp/eleicoes-legislativas/francisco-rodrigues-dos-santos-foi-aprender-com-o-carpinteiro-joao-teixeira-como-se-gere-uma-empresa/20301204/61f2fb090cf2cc58e7df9b99,,Francisco Rodrigues dos Santos foi aprender com o carpinteiro João Teixeira como se gere uma empresa,,,,,27,-3.7
370,CNN Portugal,cnnportugal,101826228779402,TV_CHANNEL,PT,"CNN Portugal. A força da informação, 24 horas por dia, em direto e em português.  Acompanhe no canal 7, em cnnportugal.pt e descarregue a nossa app. #EmTodasAsFrentes
",2021-05-24 11:30:20,1156596.0,1140756.0,2022-01-23 21:20:08 WET,2022-01-23,21:20:08,Link,27,19,3,1,2,0,2,0,0,0,,-,0,0,0,,https://www.facebook.com/101826228779402/posts/243757551252935,"Entre os participantes da feira do fumeiro, em Montalegre, vários aproveitaram para divulgar o seu negócio junto de Francisco Rodrigues dos Santos, outros teceram críticas ao PAN: “São totalmente contra o mundo rural“.",https://cnnportugal.iol.pt/decisao22/legislativas/os-rostos-do-mundo-rural-que-acenaram-a-rodrigues-dos-santos/20220130/61ed7ec60cf21a10a41b3695?utm_source=facebook&utm_medium=social&utm_campaign=ed-cnnportugal,https://cnnportugal.iol.pt/decisao22/legislativas/os-rostos-do-mundo-rural-que-acenaram-a-rodrigues-dos-santos/20220130/61ed7ec60cf21a10a41b3695,,Os rostos do mundo rural que acenaram a Rodrigues dos Santos,,,,,27,-4.67
372,TSF - Rádio Notícias,tsfradio,174996242665,RADIO_STATION,PT,"Tudo o que se passa passa na TSF     
www.tsf.pt",2009-11-18 00:38:36,477100.0,491142.0,2022-01-07 23:25:01 WET,2022-01-07,23:25:01,Link,27,5,9,0,0,0,10,1,1,1,,-,0,0,0,,https://www.facebook.com/174996242665/posts/10158639530427666,,https://www.tsf.pt/portugal/politica/rio-pede-voto-util-contra-costa-chicao-alerta-para-arranjinhos-entre-ps-e-psd-14472206.html,,,"Rio pede voto útil contra Costa, líder do CDS alerta para ″arranjinhos″ entre PS e PSD","Foram a votos coligados nas eleições autárquicas, mas para estas legislativas os sociais-democratas decidiram ir sozinhos. Líder centrista teme um bloco central.",,,,27,-2.44
373,Notícias ao Minuto,NoticiasAoMinuto,399457500101727,NEWS_SITE,PT,https://www.noticiasaominuto.com -  Seja o primeiro a saber,2012-07-03 16:29:31,988694.0,995627.0,2022-01-05 00:07:13 WET,2022-01-05,00:07:13,Link,27,7,10,4,0,0,2,4,0,0,,-,0,0,0,,https://www.facebook.com/399457500101727/posts/4831087766938656,"No debate, Rodrigues dos Santos procurou caracterizar o adversário como radical",https://www.noticiasaominuto.com/politica/1904584/lobo-de-pele-de-cordeiro-mundo-rural-e-touradas-dividiram-cds-e-pan,,,"""Lobo de pele de cordeiro"". 'Mundo rural' e touradas dividiram CDS e PAN", ,,,,27,-1.93
374,SÁBADO,sabado,52858607943,MAGAZINE,PT,"Bem-vindo ao Facebook da SÁBADO, a sua revista semanal de Grande Informação desde 2004. Chega todas as quintas-feiras às bancas de todo o país, com o GPS. 
Site -> https://www.sabado.pt/",2009-02-23 20:54:34,318204.0,329080.0,2022-01-05 00:02:53 WET,2022-01-05,00:02:53,Link,27,9,8,0,0,0,8,0,2,0,,-,0,0,0,,https://www.facebook.com/52858607943/posts/10158611104497944,"Inês de Sousa Real não conseguiu sobrepor-se às acusações de Rodrigues dos Santos, mas no fim quem parece ter mais trunfos no pós-30 de janeiro é o PAN. Líder centrista nem considera perder deputados.",https://www.sabado.pt/portugal/detalhe/rodrigues-dos-santos-foi-a-guerra-no-debate-mas-o-pan-tem-mais-amigos,,,Rodrigues dos Santos foi à guerra no debate. Mas o PAN tem mais amigos,"Inês de Sousa Real não conseguiu sobrepor-se às acusações de Rodrigues dos Santos, mas no fim quem parece ter mais trunfos no pós-30 de janeiro é o PAN. Líder centrista nem considera perder deputados.",,,,27,-1.78
375,Observador,ObservadorOnTime,111978555633494,NEWS_SITE,PT,"Obrigado por visitar o Observador no Facebook. Aqui queremos partilhar informação, interagir com os nossos leitores e discutir ideias.",2012-11-27 14:41:38,828854.0,935045.0,2022-01-12 16:42:43 WET,2022-01-12,16:42:43,Link,27,5,12,2,0,1,7,0,0,0,,-,0,0,0,,https://www.facebook.com/111978555633494/posts/2281853965312598,"Proposta do programa do partido de que Rui Tavares é fundador levou o presidente do CDS a falar numa ""ofensa aos empresários, sobretudo aos mais humildes"".",https://observador.pt/factchecks/fact-check-livre-quer-obrigar-empresarios-a-voltar-a-escola-para-receber-apoios-publicos-como-diz-lider-do-cds/?utm_medium=Social&utm_source=Facebook#Echobox=1641994491,https://observador.pt/factchecks/fact-check-livre-quer-obrigar-empresarios-a-voltar-a-escola-para-receber-apoios-publicos-como-diz-lider-do-cds/,,"Fact Check. Livre quer obrigar empresários a ""voltar à escola"" para receber apoios públicos, como diz líder do CDS?",,,,,27,-3.19
378,Renascença,renascenca,105044957514,BROADCASTING_MEDIA_PRODUCTION,PT,"A par com o mundo 

Ouvir online: http://rr.sapo.pt/",2009-07-22 15:58:34,332151.0,397190.0,2022-01-19 14:00:01 WET,2022-01-19,14:00:01,Link,26,10,6,0,0,0,9,0,0,1,,-,0,0,0,,https://www.facebook.com/105044957514/posts/10158964474042515,"Francisco Rodrigues dos Santos fechou a terça-feira de campanha em Albufeira, onde garantiu que um voto no CDS não será desperdiçado",https://rr.sapo.pt/noticia/politica/2022/01/19/cds-antonio-costa-deve-pedir-desculpa-a-todos-os-portugueses/268874/,,,CDS. “António Costa deve pedir desculpa a todos os portugueses” - Renascença,"Francisco Rodrigues dos Santos fechou a terça-feira de campanha em Albufeira, onde garantiu que um voto no CDS não será desperdiçado.",,,,26,-2.27
379,Renascença,renascenca,105044957514,BROADCASTING_MEDIA_PRODUCTION,PT,"A par com o mundo 

Ouvir online: http://rr.sapo.pt/",2009-07-22 15:58:34,332056.0,396817.0,2022-01-07 23:18:28 WET,2022-01-07,23:18:28,Link,26,12,4,1,0,0,8,1,0,0,,-,0,0,0,,https://www.facebook.com/105044957514/posts/10158945752012515,"Rui Rio insiste que, caso vença sem maioria, o CDS será o primeiro partido com quem vai procurar um entendimento. Mas Francisco Rodrigues dos Santos alerta que o único voto útil da direita é no CDS, porque, se a escolha for o PSD, os votos vão ""acabar no bolso"" de António Costa.",https://rr.sapo.pt/noticia/politica/2022/01/07/voto-util-lider-do-cds-alerta-para-arranjinhos-entre-rio-e-costa/267470/,,,"Voto útil? Líder do CDS alerta para ""arranjinhos"" entre Rio e Costa - Renascença","Rui Rio insiste que, caso vença sem maioria, o CDS será o primeiro partido com quem vai procurar um entendimento. Mas Francisco Rodrigues dos Santos alerta que o único voto útil da direita é no CDS, porque, se a escolha for o PSD, os votos vão ""acabar no bolso"" de António Costa.",,,,26,-2.35
380,TSF - Rádio Notícias,tsfradio,174996242665,RADIO_STATION,PT,"Tudo o que se passa passa na TSF     
www.tsf.pt",2009-11-18 00:38:36,477086.0,491153.0,2022-01-09 23:15:00 WET,2022-01-09,23:15:00,Link,26,11,11,0,0,0,4,0,0,0,,-,0,0,0,,https://www.facebook.com/174996242665/posts/10158642873897666,,https://www.tsf.pt/portugal/politica/gato-escaldado-miss-mundo-ou-como-ps-e-cds-nao-se-entendem-em-nada-14474867.html,,,"″Gato escaldado″, ″miss mundo″ ou como PS e CDS não se entendem em nada","António Costa e Francisco Rodrigues dos Santos discutiram ″liberdade de escolhas″, e não se entenderam em nenhum dos temas em debate.",,,,26,-2.54
381,Notícias ao Minuto,NoticiasAoMinuto,399457500101727,NEWS_SITE,PT,https://www.noticiasaominuto.com -  Seja o primeiro a saber,2012-07-03 16:29:31,988251.0,995116.0,2022-01-26 13:19:43 WET,2022-01-26,13:19:43,Link,26,5,9,0,0,0,9,2,0,1,,-,0,0,0,,https://www.facebook.com/399457500101727/posts/4915319655182133,"""Serei naturalmente recandidato ao próximo congresso e irei vencê-lo""",https://www.noticiasaominuto.com/politica/1919420/francisco-rodrigues-dos-santos-vai-recandidatar-se-liderana-do-cds,,,Francisco Rodrigues dos Santos vai recandidatar-se à liderança do CDS, ,,,,26,-1.54
382,Notícias ao Minuto,NoticiasAoMinuto,399457500101727,NEWS_SITE,PT,https://www.noticiasaominuto.com -  Seja o primeiro a saber,2012-07-03 16:29:31,988301.0,995172.0,2022-01-24 07:46:20 WET,2022-01-24,07:46:20,Link,26,7,5,4,0,3,2,1,4,0,,-,0,0,0,,https://www.facebook.com/399457500101727/posts/4904866742894091,Foto foi revelada nas redes sociais por Francisco Rodrigues dos Santos,https://www.noticiasaominuto.com/politica/1917513/parcialmente-queimado-carro-de-campanha-do-cds-vandalizado-em-faro,,,"""Parcialmente queimado"". Carro de campanha do CDS vandalizado em Faro", ,,,,26,-1.92
383,SIC Notícias,sicnoticias,150808986387,TV_CHANNEL,PT,"Obrigado por visitar a SIC Notícias. 

Aqui pode seguir os conteúdos que passam na televisão e os exclusivos do site: em texto, vídeo e em fotos. 

Acompanhe também as notícias de última hora em direto. 

http://sicnoticias.pt/ ",2009-09-09 10:03:09,1764040.0,1941065.0,2022-01-15 11:36:12 WET,2022-01-15,11:36:12,Link,26,6,9,0,0,0,9,0,2,0,,-,0,0,0,,https://www.facebook.com/150808986387/posts/10160385633046388,"Em entrevista à agência Lusa, Francisco Rodrigues do Santos classificou o CDS-PP como “o partido que pode dar um passaporte ao PSD para poder governar Portugal”.",https://sicnoticias.pt/eleicoes-legislativas/lider-do-cds-ambiciona-governar-sozinho-com-psd-mas-fala-em-eleitorado-traido,https://sicnoticias.pt/eleicoes-legislativas/lider-do-cds-ambiciona-governar-sozinho-com-psd-mas-fala-em-eleitorado-traido/,,"Líder do CDS ambiciona governar sozinho com PSD, mas fala em eleitorado “traído”",,,,,26,-3.88
384,Diário de Notícias,DiariodeNoticias.pt,196064380421881,MEDIA_NEWS_COMPANY,PT,Esta é a página Facebook do Diário de Notícias - Há mais de 150 anos a contar as histórias de Portugal e do mundo,2011-02-24 13:02:07,1329034.0,1335787.0,2022-01-09 07:23:00 WET,2022-01-09,07:23:00,Link,26,6,16,1,0,0,3,0,0,0,,-,0,0,0,,https://www.facebook.com/196064380421881/posts/5416579148370352,,https://www.dn.pt/politica/rodrigues-dos-santos-cds-e-unico-partido-que-nao-renega-legado-de-passos-e-portas-14473670.html,,,Rodrigues dos Santos: CDS é ″único partido″ que não renega legado de Passos e Portas,"""O CDS teve, tem e terá sempre orgulho em quem reergueu Portugal depois dos pântanos do PS"", afirmou o presidente do CDS-PP.",,,,26,-4.65
385,Diário de Notícias,DiariodeNoticias.pt,196064380421881,MEDIA_NEWS_COMPANY,PT,Esta é a página Facebook do Diário de Notícias - Há mais de 150 anos a contar as histórias de Portugal e do mundo,2011-02-24 13:02:07,1329101.0,1335812.0,2022-01-05 19:16:36 WET,2022-01-05,19:16:36,Link,26,7,8,1,1,0,8,0,1,0,,-,0,0,0,,https://www.facebook.com/196064380421881/posts/5406781552683445,,https://www.dn.pt/politica/debate-cdsil-entre-a-rute-marlene-e-o-lider-mais-novo-com-a-cabeca-mais-velha-14464887.html,,,Debate CDS/IL: Entre a Rute Marlene e ″o líder mais novo com a cabeça mais velha″,"Acesa troca de argumentos esta noite na RTP 3, no frente-a-frente que opôs os líderes do CDS-PP, Francisco Rodrigues dos Santos, e da Iniciativa Liberal, João Cotrim de Figueiredo",,,,26,-4.69
386,Observador,ObservadorOnTime,111978555633494,NEWS_SITE,PT,"Obrigado por visitar o Observador no Facebook. Aqui queremos partilhar informação, interagir com os nossos leitores e discutir ideias.",2012-11-27 14:41:38,828785.0,934720.0,2022-01-09 22:58:36 WET,2022-01-09,22:58:36,Link,26,4,10,1,0,0,11,0,0,0,,-,0,0,0,,https://www.facebook.com/111978555633494/posts/2279470415550953,"No debate de António Costa com Francisco Rodrigues dos Santos, o líder centrista aproveitou para acusar o PS de cegueira ideológica. Ainda neste jornal, a vitória do Benfica sobre o Paços de Ferreira.",https://observador.pt/programas/noticiario/as-noticias-das-22h-727/?utm_term=Autofeed&utm_medium=Social&utm_source=Facebook#Echobox=1641767750,,,António Costa admite que falhou a promessa de garantir médicos de família para os portugueses,,,,,26,-3.38
387,CNN Portugal,cnnportugal,101826228779402,TV_CHANNEL,PT,"CNN Portugal. A força da informação, 24 horas por dia, em direto e em português.  Acompanhe no canal 7, em cnnportugal.pt e descarregue a nossa app. #EmTodasAsFrentes
",2021-05-24 11:30:20,1155288.0,1138621.0,2022-01-07 21:15:13 WET,2022-01-07,21:15:13,Link,25,8,9,0,0,0,7,0,1,0,,-,0,0,0,,https://www.facebook.com/101826228779402/posts/232232262405464,O líder social-democrata disse ainda que não será um debate em que seja “preciso marcar grandes diferenças“. Francisco Rodrigues dos Santos não partilha da mesma opinião.,https://cnnportugal.iol.pt/videos/rui-rio-este-vai-ser-um-dos-debates-onde-vai-haver-mais-afinidades/61d8a6950cf2cc58e7dbc832?utm_source=facebook&utm_medium=social&utm_campaign=ed-cnnportugal,,,"Rui Rio: ""Este vai ser um dos debates onde vai haver mais afinidades""","Rui Rio admitiu que o frente a frente com Francisco Rodrigues dos Santos vai ser um dos mais fáceis, uma vez que o PSD e o CDS ""têm um historial comum"". O líder social-democrata disse ainda que não será um debate em que seja ""preciso marcar grandes diferenças"". Mas Francisco Rodrigues dos Sant...",,,,25,-5.36
389,Renascença,renascenca,105044957514,BROADCASTING_MEDIA_PRODUCTION,PT,"A par com o mundo 

Ouvir online: http://rr.sapo.pt/",2009-07-22 15:58:34,332156.0,397220.0,2022-01-20 13:45:02 WET,2022-01-20,13:45:02,Link,25,3,14,0,0,0,6,1,0,1,,-,0,0,0,,https://www.facebook.com/105044957514/posts/10158965970457515,"Catarina Martins responde a Francisco Rodrigues dos Santos, que disse que a ideologia de género não deve interferir no ensino. A líder do Bloco acusa o CDS de ""trazer para esta campanha uma expressão de Bolsonaro para humilhar pessoas"" e ainda de ""hipocrisia""",https://rr.sapo.pt/video/actualidade/2022/01/20/be-sobre-ideologia-de-genero-cds-decidiu-trazer-uma-expressao-de-bolsonaro-para-esta-campanha/296929/,,,"BE sobre ideologia de género. ""CDS decidiu trazer uma expressão de Bolsonaro para esta campanha"" - Renascença V+","Catarina Martins responde a Francisco Rodrigues dos Santos, que disse que a ideologia de género não deve interferir no ensino. A líder do Bloco acusa o CDS de ""trazer para esta campanha uma expressão de Bolsonaro para humilhar pessoas"" e ainda de ""hipocrisia"".",,,,25,-2.36
