Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score
JSD Valongo - concelhia,JSDValongo,118445111506407,POLITICAL_ORGANIZATION,PT,"A JSD Valongo é e será autónoma politicamente, livre na forma como se expressa e desenvolve a sua atividade, justa e solidária com todos!
Contamos contigo",2010-04-15 16:21:59,1993,2064,2022-01-07 07:30:47 WET,2022-01-07,07:30:47,Photo,4,4,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/118445111506407/posts/7386480998036079,Debates Eleitorais 2022 Rui Rio | Francisco Rodrigues dos Santos #juntospelajuventude #legislativas2022 #vota #juventudesocialdemocrata #partidosocialdemocrata,https://www.facebook.com/JSDValongo/photos/a.2428961873788041/7386480944702751/?type=3,,DEBATES LEGISLATIVAS 2022 7 DE JANEIRO PSD I CDS 21h00 tvi JSD VALONGO >,,,,,,4,-0.69
CDS Distrital de Coimbra,cds.distrital.coimbra,122879798071,POLITICAL_ORGANIZATION,PT,"Comissão Política Distrital de Coimbra do CDS-Partido Popular.
O CDS Faz Sentido no Distrito de Coimbra!
",2009-07-30 10:57:05,2017,2062,2022-01-10 01:30:15 WET,2022-01-10,01:30:15,Photo,4,4,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/122879798071/posts/10160547905198072,"Aguardámos este debate com expectativa. António Costa seria ""osso duro de roer"" e veste a pele de PM , com os dados todos na mão. Francisco Rodrigues dos Santos esteve muito bem. Sereno e confiante, a atacar desde a primeira intervenção a governação socialista. Esteve muito a defender a liberdade de opção na Saúde a pensar nos inúmeros doentes, oncológicos e outros, que se viram e vêem sem resposta atempada no SNS. Esteve muito bem a defender a liberdade de opção na educação, sem descurar a importância da qualidade, de modo a permitir a liberdade de escolha da melhor escola, pública ou privada, para todos, mesmo os de mais baixo rendimento, de modo a reparar o elevador social. Privada que deu a entender que as filhas da governante que introduziu a medida frequentam... Mostrou a incoerência de António Costa que disse ""palavra dada é palavra honrada"" mas a promessa de que todos os portugueses teriam um médico de família já a deixou cair. Demagogicamente, em resposta a esta questão veio dizer que entraram 28.000 profissionais no SNS. Faltou dizer que só uma pequena proporção destes são médicos, pilar de qualquer sistema de saúde. Atacou com números reais, falando da perda de competitividade do país, da perda do poder de compra e da sobrecarga fiscal. Recebeu um rosário de números ao engano de volta. Atacou com veemência e convicção a questão da imposição da disciplina de cidadania, ""cavalo de Tróia"" de imposição da ideologia de género a crianças em idade escolar. Costa não respondeu e retorquiu embrulhando com liberdade LGBT. Melhores frases"" - “a escola não é um acampamento do BE”. - “O socialismo é um sistema que só funciona no Céu, onde não precisam dele, e no Inferno, onde já existe.” (citação de Ronald Reagan)",https://www.facebook.com/cds.distrital.coimbra/photos/a.10154377297563072/10160547905173072/?type=3,,Debates televisivos C 30DE JANEIRO DE 2022 ELEIÇÕES LEGISLATIVAS António Costa Francisco Rodrigues dos Santos PS CDS 9 Janeiro 21:00,,,,,,4,-0.67
Fórum da Escolha,forumdaescolha,1616508165289503,COMMUNITY,PT,Community,2009-08-05 15:42:43,19114,19500,2022-01-27 12:19:40 WET,2022-01-27,12:19:40,Photo,4,2,1,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/1616508165289503/posts/3099835403623431,"OS ANÚNCIOS DE ADOLFO... "" A penúltima vez que Adolfo Mesquita Nunes fez um anúncio foi para dizer que é homossexual. Está no seu direito de o ser, e é legítimo que o anuncie. Mas era escusado. A igualdade por que legitimamente anseiam os homossexuais e o fim da homofobia por que anseiam legitimamente só será realidade quando se abstiverem deste tipo de anúncios. Serão, então, como os heterossexuais, que não andam pelas ruas e as tvs com bandeirinhas a anunciar «eu gosto de sexo com mulheres» (eles) ou «eu gosto de sexo com homens» (elas). A última vez que Adolfo Mesquita Nunes fez um anúncio foi para dizer que vota, não no seu partido de toda a vida, mas na Iniciativa Liberal. E também está no seu direito. Mas, além de escusado, este anúncio, ao contrário do outro, vai ao arrepio da decência. Esteve mal, esteve ressentido, esteve birrento e vingativo. E, pior para ele – penso eu, provavelmente isolado –, fez um favor a Francisco Rodrigues dos Santos."" José Mendonça da Cruz",https://www.facebook.com/forumdaescolha/photos/a.1917982911808692/3099835373623434/?type=3,,,,,,,,4,-5.5
Fórum da Escolha,forumdaescolha,1616508165289503,COMMUNITY,PT,Community,2009-08-05 15:42:43,19128,19514,2022-01-13 17:38:48 WET,2022-01-13,17:38:48,Photo,4,2,1,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/1616508165289503/posts/3090465771227061,"FRANCISCO RODRIGUES DOS SANTOS É UM PUTO COBARDE , ATACA PELAS COSTAS PEDRO ARROJA, QUE ESTÁ AUSENTE DO DEBATE E NÃO SE PODE DEFENDER... ""Chicão ambiciona ser primeiro-ministro e governar o país, mas a verdade é que o Chicão não tem experiência de governar coisa nenhuma - nem uma família, nem uma empresa, nem uma repartição pública, nem um condomínio de quatro apartamentos. Nenhuma mulher de elite, como são claramente as minhas filhas, aceitaria viver num país governado por um puto assim, exaltado, desqualificado, mal educado e caceteiro mas, acima de tudo, um puto. Estes nem sequer são os piores defeitos do Chicão, porque alguns resolvem-se com o tempo. O pior defeito do Chicão é ser um puto cobarde que ataca pessoas ausentes que não se podem defender. Essa é que é a marca distintiva do Chicão e dos politiqueiros da sua geração. O Chicão e o CDS estão a desaparecer. É a lei da selecção natural a actuar. Não seria de esperar outra coisa. O que é que os poucos militantes que restam do CDS podem esperar de um Partido liderado por um cobardolas como o Chicão?"" (Pedro Arroja, blog ""Portugal Contemporâneo"")",https://www.facebook.com/forumdaescolha/photos/a.1917982911808692/3090465704560401/?type=3,,,Photos from Fórum da Escolha's post,,,,,4,-6.5
CHEGA - Vila Nova de Gaia,Chega.Vila.Nova.de.Gaia,2105380976438995,POLITICAL_PARTY,PT,Chega!,2018-12-31 12:02:02,2455,2822,2022-01-19 12:51:55 WET,2022-01-19,12:51:55,Link,4,3,0,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/2105380976438995/posts/2950702321906852,"A verdade de que só o CHEGA fala, num país em que António Costa só vê maravilhas! André Ventura: ""Pagamos a quinta gasolina mais cara da Europa"". Verdadeiro ou falso? - Polígrafo https://bit.ly/3KsOkBd:=:https://poligrafo.sapo.pt/fact-check/andre-ventura-pagamos-a-quinta-gasolina-mais-cara-da-europa-verdadeiro-ou-falso",https://bit.ly/3KsOkBd,https://poligrafo.sapo.pt/fact-check/andre-ventura-pagamos-a-quinta-gasolina-mais-cara-da-europa-verdadeiro-ou-falso,,"André Ventura: ""Pagamos a quinta gasolina mais cara da Europa"". Verdadeiro ou falso? - Polígrafo","A segunda tentativa bastou para André Ventura acertar na variável. No debate frente a Francisco Rodrigues dos Santos, o líder do Chega tinha referido que Portugal era o país da Europa com a quinta eletricidade mais cara. Mas esta segunda-feira, no debate a nove na RTP, Ventura corrigiu o tiro: ""...",,,,4,-5.5
Jornal Económico,JornalEconomico,481006665428991,MEDIA_NEWS_COMPANY,PT,"A melhor informação sobre economia, política e negócios.",2016-08-23 16:16:16,421005,442931,2022-01-14 23:14:00 WET,2022-01-14,23:14:00,Link,4,3,1,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/481006665428991/posts/1797839000412411,"O líder do CDS-PP, Francisco Rodrigues dos Santos, apresentou o compromisso eleitoral, denominado ""Pelas mesmas razões de sempre"", no dia 08 de janeiro, dividido em 15 áreas. Seguem-se as propostas dos centristas em sete áreas.",https://jornaleconomico.sapo.pt/noticias/legislativas-7-pontos-essenciais-do-programa-eleitoral-do-cds-pp-831017?utm_term=Autofeed&utm_medium=Social&utm_source=Facebook#Echobox=1642170930,https://jornaleconomico.sapo.pt/noticias/legislativas-7-pontos-essenciais-do-programa-eleitoral-do-cds-pp-831017,,Legislativas. 7 pontos essenciais do programa eleitoral do CDS-PP,,,,,4,-17.25
CM TV,CMTV8,425596974169944,TV_CHANNEL,PT,"CMTV, o canal do jornal Correio da Manhã, conta com uma vasta equipa de profissionais que todos os dias produzem informação e entretenimento a pensar em si.",2012-11-03 18:04:00,654902,752682,2022-01-12 18:52:08 WET,2022-01-12,18:52:08,Link,4,2,2,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/425596974169944/posts/4911201258942804,Não está nas propostas que Francisco Rodrigues dos Santos tornou públicas e foi confrontado com isso por Rui Tavares. Mas o centrista garante que estava já previsto numa versão alargada de propostas. Na SÁBADO,https://www.sabado.pt/portugal/detalhe/lider-do-cds-inventou-comissao-da-familia-e-igualdade-em-cinco-horas?utm_source=Facebook&utm_medium=Social&utm_campaign=dbi_cruzados&utm_content=CMTV,https://www.sabado.pt/portugal/detalhe/lider-do-cds-inventou-comissao-da-familia-e-igualdade-em-cinco-horas,,"Líder do CDS inventou ""comissão da família e igualdade"" em cinco horas?",Não está nas propostas que Francisco Rodrigues dos Santos tornou públicas e foi confrontado com isso por Rui Tavares. Mas o centrista garante que estava já previsto numa versão alargada de propostas.,,,,4,-32.75
ionline.pt,ionline.jornal,722620257813366,TOPIC_NEWSPAPER,PT,"Jornal de notícias de Portugal e do Mundo. Tudo sobre Política, Desporto, Dinheiro, Tecnologia, Lifestyle, Surf, Running, Viagens, Opinião e muito mais.",2014-10-08 11:12:28,204363,203019,2022-01-15 14:03:10 WET,2022-01-15,14:03:10,Link,4,2,2,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/722620257813366/posts/6745553138853351,,https://ionline.sapo.pt/artigo/759414/legislativas-lideres-corrigem-taticas-nos-frente-a-frentes?seccao=Portugal_i,,,Legislativas. Líderes corrigem táticas nos frente-a-frentes,"Todos os líderes afinaram estratégias e corrigiram erros da primeira para a segunda série de debates televisivos. Francisco Rodrigues dos Santos, pela assertividade e combatividade, destacou-se. Como Rui Tavares, pela correção das prestações e pela consistência argumentativa.Mas os holofotes...",,,,4,-8.75
RTP Notícias,rtpnoticias,110253572394348,MEDIA_NEWS_COMPANY,PT,Página de notícias da RTP no Facebook.,2011-04-22 23:01:35,502162,532461,2022-01-26 14:32:43 WET,2022-01-26,14:32:43,Link,4,2,1,0,0,0,1,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/110253572394348/posts/4870737746345883,"Francisco Rodrigues dos Santos admite uma recandidatura à liderança do CDS-PP. Ontem, Rui Moreira juntou-se à campanha centrista para agradecer o apoio do partido nas autárquicas.",https://www.rtp.pt/noticias/politica/cds-pp-recebe-apoio-de-rui-moreira_v1379742,,,CDS-PP recebe apoio de Rui Moreira,"Francisco Rodrigues dos Santos admite uma recandidatura à liderança do CDS-PP. Ontem, Rui Moreira juntou-se à campanha centrista para agradecer o apoio do partido nas autárquicas.",,,,4,-9.25
RTP Notícias,rtpnoticias,110253572394348,MEDIA_NEWS_COMPANY,PT,Página de notícias da RTP no Facebook.,2011-04-22 23:01:35,502141,532408,2022-01-22 16:00:02 WET,2022-01-22,16:00:02,Link,4,3,1,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/110253572394348/posts/4852406388179019,"Na manhã deste sábado, em Braga, Francisco Rodrigues dos Santos afirmou que não está focado nos ausentes.",https://www.rtp.pt/noticias/politica/cds-volta-a-sublinhar-que-renovacao-de-listas-e-sinal-de-moral-politica_v1378782,,,CDS volta a sublinhar que renovação de listas é sinal de moral política,"Na manhã deste sábado, em Braga, Francisco Rodrigues dos Santos afirmou que não está focado nos ausentes.",,,,4,-10.75
Observador,ObservadorOnTime,111978555633494,NEWS_SITE,PT,"Obrigado por visitar o Observador no Facebook. Aqui queremos partilhar informação, interagir com os nossos leitores e discutir ideias.",2012-11-27 14:41:38,829136,936089,2022-01-27 11:41:40 WET,2022-01-27,11:41:40,Link,4,3,0,0,0,0,1,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/111978555633494/posts/2294456014052393,"Com saudades do PS, o BE volta a falar em geringonça. Francisco Rodrigues dos Santos mantém-se positivo, promete recandidatura, espera ""presente dos portugueses"" e já fala como ministro da defesa.",https://observador.pt/programas/direto-a-campanha/be-com-saudades-cds-faz-hipoteticas-promessas/?utm_term=Autofeed&utm_medium=Social&utm_source=Facebook#Echobox=1643278280,https://observador.pt/programas/direto-a-campanha/be-com-saudades-cds-faz-hipoteticas-promessas/,,BE com saudades da geringonça. O líder do CDS faz hipotéticas promessas,,,,,4,-13.25
Observador,ObservadorOnTime,111978555633494,NEWS_SITE,PT,"Obrigado por visitar o Observador no Facebook. Aqui queremos partilhar informação, interagir com os nossos leitores e discutir ideias.",2012-11-27 14:41:38,829135,936060,2022-01-26 19:17:32 WET,2022-01-26,19:17:32,Link,4,1,3,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/111978555633494/posts/2293916590773002,"Líder do CDS prefere usar um caderno, João Oliveira opta pelo Ipad, o preferido de Sousa Real (que escreveu à mão quando falou no palanque). Cotrim escreve à mão e a computador, dependendo da ocasião.",https://observador.pt/especiais/as-notas-no-caderno-os-topicos-no-ipad-e-os-rabiscos-nas-folhas-nos-discursos-dos-candidatos/?utm_medium=Social&utm_source=Facebook#Echobox=1643224650,https://observador.pt/especiais/as-notas-no-caderno-os-topicos-no-ipad-e-os-rabiscos-nas-folhas-nos-discursos-dos-candidatos/,,"As notas no caderno, os tópicos no Ipad e os rabiscos nas folhas nos discursos dos candidatos",,,,,4,-13.5
Observador,ObservadorOnTime,111978555633494,NEWS_SITE,PT,"Obrigado por visitar o Observador no Facebook. Aqui queremos partilhar informação, interagir com os nossos leitores e discutir ideias.",2012-11-27 14:41:38,829130,935981,2022-01-24 17:50:58 WET,2022-01-24,17:50:58,Link,4,1,3,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/111978555633494/posts/2292168347614493,"Costa ""parece que está naqueles jogos de não perder vidas"". Gerir um Governo negociando com todos vai levar-nos a algum lado? Ainda o ""grilo falante"" Rodrigues dos Santos e o ""pesadelo do voto útil"".",https://observador.pt/programas/caca-ao-voto/costa-quer-ganhar-margem-de-manobra-nao-votos/?utm_medium=Social&utm_source=Facebook#Echobox=1643039995,https://observador.pt/programas/caca-ao-voto/costa-quer-ganhar-margem-de-manobra-nao-votos/,,"Costa ""quer ganhar margem de manobra, não votos""",,,,,4,-16.25
Observador,ObservadorOnTime,111978555633494,NEWS_SITE,PT,"Obrigado por visitar o Observador no Facebook. Aqui queremos partilhar informação, interagir com os nossos leitores e discutir ideias.",2012-11-27 14:41:38,829074,935771,2022-01-21 14:11:35 WET,2022-01-21,14:11:35,Link,4,2,1,0,0,0,1,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/111978555633494/posts/2289494027881925,"""Importa saber, entre os restantes partidos (CDS, IL e Chega), quais as portas que nunca se abrirão ao poder socialista. Salvo erro, só Francisco Rodrigues dos Santos deu explicitamente essa garantia"". A opinião de Rui Ramos:",https://observador.pt/opiniao/ha-demasiadas-formas-de-votar-ps-nestas-eleicoes/?utm_term=Autofeed&utm_medium=Social&utm_source=Facebook#Echobox=1642763689,https://observador.pt/opiniao/ha-demasiadas-formas-de-votar-ps-nestas-eleicoes/,,Há demasiadas formas de votar PS nestas eleições,,,,,4,-17
Observador,ObservadorOnTime,111978555633494,NEWS_SITE,PT,"Obrigado por visitar o Observador no Facebook. Aqui queremos partilhar informação, interagir com os nossos leitores e discutir ideias.",2012-11-27 14:41:38,828979,935521,2022-01-18 23:53:30 WET,2022-01-18,23:53:30,Link,4,1,1,0,0,0,2,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/111978555633494/posts/2287249751439686,"Na última paragem pelo Alentejo nesta campanha, líder do CDS voltou a lembrar o mundo rural, mas deixou a explicação dos problemas do Alqueva para o cabeça de lista por Beja.",https://observador.pt/2022/01/18/rodrigues-dos-santos-foi-ao-alqueva-falar-do-mundo-rural-mas-acabou-a-criticar-ps-sobre-demissoes-no-hospital-de-beja-e-o-coveiro-do-sns/?utm_medium=Social&utm_source=Facebook#Echobox=1642542912,https://observador.pt/2022/01/18/rodrigues-dos-santos-foi-ao-alqueva-falar-do-mundo-rural-mas-acabou-a-criticar-ps-sobre-demissoes-no-hospital-de-beja-e-o-coveiro-do-sns/,,"Rodrigues dos Santos foi ao Alqueva falar do mundo rural, mas acabou a criticar PS sobre demissões no hospital de Beja: ""É o coveiro do SNS""",,,,,4,-21.5
Observador,ObservadorOnTime,111978555633494,NEWS_SITE,PT,"Obrigado por visitar o Observador no Facebook. Aqui queremos partilhar informação, interagir com os nossos leitores e discutir ideias.",2012-11-27 14:41:38,828796,934821,2022-01-11 00:00:20 WET,2022-01-11,00:00:20,Link,4,1,3,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/111978555633494/posts/2280359235462071,"Francisco Rodrigues dos Santos e Rui Tavares travaram um guerra cultural num debate onde não deixaram se coibiram de ir buscar fantasmas do passado de ambos, do ""joacinismo"" a Nuno Melo.",https://observador.pt/2022/01/10/a-nova-intifada-onde-ate-melo-e-joacine-foram-pedras/?utm_term=Autofeed&utm_medium=Social&utm_source=Facebook#Echobox=1641859215,https://observador.pt/2022/01/10/a-nova-intifada-onde-ate-melo-e-joacine-foram-pedras/,,A nova intifada onde até Melo e Joacine foram pedras,,,,,4,-22
Observador,ObservadorOnTime,111978555633494,NEWS_SITE,PT,"Obrigado por visitar o Observador no Facebook. Aqui queremos partilhar informação, interagir com os nossos leitores e discutir ideias.",2012-11-27 14:41:38,828796,934821,2022-01-10 10:58:10 WET,2022-01-10,10:58:10,Link,4,1,3,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/111978555633494/posts/2279859278845400,"Análise aos debates: Ventura e Cotrim Figueiredo ""saem esfaqueados no frente a frente"". Francisco Rodrigues dos Santos encontrou finalmente o estilo certo? E Rendeiro, percebeu que calado ganha mais?",https://observador.pt/programas/e-o-vencedor-e/ventura-mostrou-novamente-a-sua-inconfiabilidade/?utm_term=Autofeed&utm_medium=Social&utm_source=Facebook#Echobox=1641809361,,,Ainda vale a pena ler os lábios de Ventura?,,,,,4,-22
NOVO Semanário,NOVOsemanario,103582768532587,MEDIA_NEWS_COMPANY,PT,Media/news company,2021-04-15 09:22:10,25806,17555,2022-01-18 14:30:02 WET,2022-01-18,14:30:02,Link,3,2,1,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/103582768532587/posts/280624744161721,"Presidente democrata-cristão luta pela sobrevivência do partido, contra as sondagens e a recente tensão interna pelo adiamento do congresso. Por isso, os debates tinham de revelar o que vale e foi combativo. A campanha é o passo seguinte. Leia a análise da jornalista Cristina Rita.",https://onovo.pt/politica/rodrigues-dos-santos-e-a-prova-de-vida-para-as-legislativas-KH8779941,,,Rodrigues dos Santos e a prova de vida para as legislativas,"O líder do CDS, Francisco Rodrigues dos Santos, usou as diferenças ideológicas com quem tinha de as ...",,,,3,-9.33
Mundo Atual,mundoatualpt,111283904069052,NEWS_SITE,PT,"Bem-Vindo à página do Mundo Atual, um espaço que pretendemos que seja de debate, partilha, informação e troca de ideias com todos os que nos seguem.
",2020-09-30 18:33:08,18171,18404,2022-01-17 14:24:09 WET,2022-01-17,14:24:09,Link,3,2,1,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/111283904069052/posts/421601129703993,"O presidente do CDS-PP arrancou o segundo dia de campanha das legislativas em Portalegre, distrito onde ser daquele partido “é um ato revolucionário”, com uma iniciativa para defender a contratação de mais efetivos para as forças de segurança.",https://mundoatual.pt/legislativas-lider-do-cds-defende-forcas-de-seguranca-em-portalegre-onde-ser-centrista-e-ato-revolucionario/,,,Legislativas: Líder do CDS defende forças de segurança em Portalegre onde ser centrista é “ato revolucionário”,"Nas últimas eleições legislativas, em 2019, o CDS-PP foi o quinto mais partido mais votado em Portalegre, com 1.961 votos (3,80%), e o PS elegeu os dois deputados do círculo.",,,,3,-7
TEM Esperança em Movimento,TEMCDS,161035257698834,POLITICAL_ORGANIZATION,PT,"A TEM Esperança em Movimento é a corrente de opinião democrata-cristã do CDS Partido Popular, a primeira da História do partido, formalmente constituída em 1 de Março de 2018.",2016-11-19 14:22:41,6932,7046,2022-01-28 13:49:04 WET,2022-01-28,13:49:04,Native Video,3,2,0,1,0,0,0,0,0,0,share,No,7,4524,0,00:05:45,https://www.facebook.com/161035257698834/posts/1302477350221280,,https://www.facebook.com/franciscorsCDS/videos/357292106221698/,,,Francisco Rodrigues Dos Santos,"Veja e partilhe o vídeo da nossa História.

Somos o que sempre fomos e por isso somos indispensáveis a Portugal!

Vote CDS, Pelas Mesmas Razões de Sempre.",,,,3,-0.67
CDS Distrital de Coimbra,cds.distrital.coimbra,122879798071,POLITICAL_ORGANIZATION,PT,"Comissão Política Distrital de Coimbra do CDS-Partido Popular.
O CDS Faz Sentido no Distrito de Coimbra!
",2009-07-30 10:57:05,2015,2060,2021-12-31 18:49:22 WET,2021-12-31,18:49:22,Native Video,3,3,0,0,0,0,0,0,0,0,share,No,5,14484,0,00:07:06,https://www.facebook.com/122879798071/posts/10160530091313072,,https://www.facebook.com/franciscorsCDS/videos/972633510303195/,,,Francisco Rodrigues Dos Santos,"Depois da “Ceia de Natal da Direita”, aqui fica a “Ceia de Ano Novo”, desta vez com a família de casa. 

Neste vídeo apresentamos as Linhas Azuis para a viabilização de um governo de direita. Porque só existirá Governo de direita com um CDS-PP forte!

Entre em 2022 com o pé direito e com a sua família de sempre  o CDS - Partido Popular. 

Pelas mesmas razões de sempre.",,,,3,-0.62
CDS Lisboa,CDSLisboa,197529453604490,POLITICAL_ORGANIZATION,PT,"Comissão Política Concelhia de Lisboa do CDS-PP  |  Lg Adelino Amaro da Costa, 5, 1º 1149-063 Lisboa  |  Tel. 218814748  | Fax 218883648  |  lisboa@cds.pt",2011-03-06 11:38:03,3575,3813,2022-01-28 19:42:10 WET,2022-01-28,19:42:10,Native Video,3,1,0,1,1,0,0,0,0,0,share,No,2,4545,0,00:05:45,https://www.facebook.com/197529453604490/posts/5149590075065045,Este Domingo vote pelas mesmas razões de sempre. Vote CDS!,https://www.facebook.com/franciscorsCDS/videos/357292106221698/,,,Francisco Rodrigues Dos Santos,"Veja e partilhe o vídeo da nossa História.

Somos o que sempre fomos e por isso somos indispensáveis a Portugal!

Vote CDS, Pelas Mesmas Razões de Sempre.",,,,3,-0.77
Fórum da Escolha,forumdaescolha,1616508165289503,COMMUNITY,PT,Community,2009-08-05 15:42:43,19129,19515,2022-01-12 19:20:14 WET,2022-01-12,19:20:14,Link,3,1,1,0,0,0,0,1,0,0,,-,0,0,0,N/A,https://www.facebook.com/1616508165289503/posts/3089759344631037,MUITO INTERESSANTE O DEBATE ENTRE O BLOCO DE ESQUERDA E O CHEGA...CATARINA MARTINS NÃO FARIA MELHOR....CLARO QUE CHICAO GANHOU O DEBATE...,https://observador.pt/liveblogs/rodrigues-dos-santos-e-ventura-um-duelo-de-conservadores/,,,"Em direto/ ""Mariquinhas"", ""rei da bazófia"", ""catavento"". Debate tenso entre Rodrigues dos Santos e Ventura","O líder do CDS diz que ""André Ventura é um catavento do sistema político que lhe permite fazer mais barulho"". Líder centrista diz que ""o CDS é a bengala rejeitada do PSD"".",,,,3,-7
Bloco de Esquerda Gondomar,blocodeesquerdadegondomar,290465227760809,POLITICAL_ORGANIZATION,PT,Pagina do Bloco de Esquerda em Gondomar,2013-09-04 19:46:13,2012,2032,2022-01-14 10:18:30 WET,2022-01-14,10:18:30,Photo,3,3,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/290465227760809/posts/2291026451038000,"Hoje, a partir das 22:00, Catarina Martins estará na RTP Notícias para debater com Francisco Rodrigues dos Santos. #BlocodeEsquerda #Legislativas2022",https://www.facebook.com/blocodeesquerdadegondomar/photos/a.507959052678091/2291026424371336/?type=3,,LEGISLATIVAS2022 Debate Catarina Martins Francisco Rodrigues dos Santos CDS 14/01 22HOO RTP3,,,,,,3,-8.33
O moralista,omoralista,100063905162260,FICTIONAL_CHARACTER,PT,'Estória de amor é que isto não é... É uma viagem de loucos! Uma sátira feroz à sociedade por,2011-02-25 23:22:56,1701,1724,2022-01-05 10:43:52 WET,2022-01-05,10:43:52,Photo,3,0,1,0,0,0,0,1,1,0,,-,0,0,0,N/A,https://www.facebook.com/100063905162260/posts/318938660246304,"""A tourada é uma arte performativa"". Chiquinho Rodrigues dos Santos, 04-01-21.",https://www.facebook.com/photo.php?fbid=318938450246325&set=a.193643569442481&type=3,,,,,,,,3,-8.33
JRS Portugal - Serviço Jesuíta aos Refugiados,jrsportugal,133133230037212,NON_PROFIT,PT,"O Serviço Jesuíta aos Refugiados tem como missão ""acompanhar, servir e defender"" os refugiados, deslocados à força e imigrantes em situação de particular vulnerabilidade. ",2010-06-07 10:46:21,7268,7692,2022-01-27 12:53:37 WET,2022-01-27,12:53:37,Photo,3,3,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/133133230037212/posts/5340105622673254,"O que diz o programa eleitoral do CDS sobre os imigrantes e refugiados? Só tem uma. Mas continuamos com questões. Na reversão da extinção do SEF: – De que forma a reversão da extinção do SEF sugerida contribuirá para uma melhoria da qualidade e humanidade desse serviço? CDS PP e Francisco Rodrigues Dos Santos lançamos o desafio, se ainda forem a tempo, de partilhar mais propostas no que toca a imigração e asilo em Portugal. Poderá consultar o programa em www.cds.pt/:=:https://www.cds.pt/index.html #legislativas2022 #Eleicoeslegislativas #refugiados #migracao #migrantes #imigrantes #portugal",https://www.facebook.com/jrsportugal/photos/a.347823345234865/5339934976023652/?type=3,,LEGISLATIVAS 2022 INSTRUÇÕES VAGO CONCRETO Iremos fazer comentários e analisar cada proposta dos 8 partidos na descrição de cada publicação. Desafiamos cada partido comentar as propostas a responder às nossas questões. suas Coo JRS somosVo,Photos from JRS Portugal - Serviço Jesuíta aos Refugiados's post,,,,,3,-16.33
Agência Lusa,AgenciaLusa,191009093359,MEDIA,PT,"A Lusa é a maior produtora e distribuidora de notícias sobre Portugal e o mundo, em Língua Portuguesa.",2009-12-03 10:54:48,111976,121854,2022-01-19 17:15:42 WET,2022-01-19,17:15:42,Photo,3,1,1,0,0,0,0,0,1,0,,-,0,0,0,N/A,https://www.facebook.com/191009093359/posts/10159532758878360,"Legislativas: Francisco Rodrigues dos Santos quer apelar a ""todas as gerações do CDS"" - https://www.lusa.pt/article/a75nnVp5wzmIydzRQnGhMzMSZM5iuSI1",https://www.facebook.com/AgenciaLusa/photos/a.10152224382158360/10159532758878360/?type=3,,,Timeline photos,,,,,3,-7.33
